filename,rating
../data/datasets/gray_normed_unsegged/data/3/0_DSC05376.jpeg,3
../data/datasets/gray_normed_unsegged/data/3/1_DSC05376.jpeg,3
../data/datasets/gray_normed_unsegged/data/1/2_DSC05376.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/3_DSC05376.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/4_DSC05376.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/5_DSC05376.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/6_DSC05376.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/7_DSC05376.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/8_DSC05376.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/9_DSC05376.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/10_DSC05376.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/11_DSC05376.jpeg,1
../data/datasets/gray_normed_unsegged/data/3/12_DSC05376.jpeg,3
../data/datasets/gray_normed_unsegged/data/1/13_DSC05376.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/14_DSC05376.jpeg,1
../data/datasets/gray_normed_unsegged/data/3/15_DSC05376.jpeg,3
../data/datasets/gray_normed_unsegged/data/1/16_DSC05376.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/17_DSC05376.jpeg,1
../data/datasets/gray_normed_unsegged/data/3/0_DSC05377.jpeg,3
../data/datasets/gray_normed_unsegged/data/3/1_DSC05377.jpeg,3
../data/datasets/gray_normed_unsegged/data/1/2_DSC05377.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/3_DSC05377.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/4_DSC05377.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/5_DSC05377.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/6_DSC05377.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/7_DSC05377.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/8_DSC05377.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/9_DSC05377.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/10_DSC05377.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/11_DSC05377.jpeg,1
../data/datasets/gray_normed_unsegged/data/3/12_DSC05377.jpeg,3
../data/datasets/gray_normed_unsegged/data/1/13_DSC05377.jpeg,1
../data/datasets/gray_normed_unsegged/data/1/14_DSC05377.jpeg,1
../data/datasets/gray_normed_unsegged/data/3/15_DSC05377.jpeg,3
